Coordinates,Zip_codes
"50.1050045, 8.689589817",60594
"50.1282333, 8.6467156",60487
"50.0824097, 8.58120395",60529
"50.11534157, 8.684469400000001",60313
"50.107905200000005, 8.6257352",60486
"50.13051452, 8.645068783",60487
"50.0999496, 8.724108832999999",60599
"50.12224847, 8.766956432999999",60386
"50.09171455, 8.691420367000001",60598
"50.1135573, 8.627785800000002",60486
"50.10760632, 8.703391583",60594
"50.10410242, 8.646202217",60327
"50.1197711, 8.6797918",60318
"50.11636085, 8.6738309",60313
"50.10143418, 8.632132132999999",60326
"50.08356843, 8.644413",60528
"50.08758972, 8.64995695",60528
"50.10641203, 8.692383467",60594
"50.11143177, 8.659737883",60325
"50.1080574, 8.6819673",60311
"50.10637202, 8.668817667",60329
"50.10842877, 8.652682",60327
"50.13047955, 8.645230083",60487
"50.100056, 8.6902039",60598
"50.108293700000004, 8.6288897",60326
"50.13514445, 8.683576282999999",60320
"50.1223967, 8.6297849",60487
"50.12290868, 8.665953067",60323
"50.1282787, 8.646632499999999",60487
"50.1084023, 8.6523014",60327
"50.10451342, 8.646827900000002",60327
"50.110296000000005, 8.699894300000002",60314
"50.113209499999996, 8.718319099999999",60314
"50.08419292, 8.620620083",60528
"50.1233133, 8.7019765",60385
"50.13697963, 8.67143575",60320
"50.1284695, 8.705521899999999",60389
"50.1231172, 8.643979",60487
"50.11246428, 8.718389183",60314
"50.10787272, 8.702336532999999",60314
"50.11061832, 8.667477383",60329
"50.13853145, 8.6704409",60320
"50.09422992, 8.671125932999999",60596
"50.11679895, 8.681491167",60313
"50.14054578, 8.679638517",60320
"50.122827, 8.7054362",60385
"50.1199035, 8.678407",60322
"50.1532901, 8.686157099999999",60435
"50.1141375, 8.676609817000001",60313
"50.10785313, 8.671609783",60329
"50.09656872, 8.543811217",65929
"50.10677713, 8.692037",60594
"50.1148798, 8.6919002",60313
"50.11354420000001, 8.627841199999999",60486
"50.107681299999996, 8.703042800000002",60314
"50.1154753, 8.629200099999998",60486
"50.12424862, 8.668635767",60323
"50.1388683, 8.6984162",60389
"50.1149969, 8.689256",60313
"50.12387027, 8.641025599999999",60487
"50.13017888, 8.645762483",60487
"50.1108595, 8.6787382",60311
"50.11370495, 8.64750475",60486
"50.13031867, 8.628079433",60488
"50.11824128, 8.679386617",60322
"50.11980560000001, 8.6798713",60318
"50.13550943, 8.683484217",60320
"50.1236023, 8.649458500000001",60487
"50.1221795, 8.699566699999998",60316
"50.10949007, 8.663789933",60329
"50.13705888, 8.667649333",60320
"50.10144143, 8.6355118",60326
"50.14505075, 8.683097833",60435
"50.108354799999994, 8.6817045",60311
"50.12337203, 8.658241833",60323
"50.11108748, 8.67190775",60311
"50.102451, 8.6634972",60329
"50.1213506, 8.648318717",60487
"50.1075989, 8.665294517000001",60329
"50.12882542, 8.688603167",60318
"50.11392177, 8.676846783",60313
"50.08153013, 8.6330102",60528
"50.10513683, 8.677161967",60596
"50.107208899999996, 8.6678106",60329
"50.1284555, 8.6298708",60488
"50.1284027, 8.6675728",60323
"50.11632535, 8.681711083",60313
"50.11028965, 8.655457683",60325
"50.10838518, 8.6625841",60329
"50.1196191, 8.7084751",60385
"50.106590695, 8.748340325",63067
"50.11304333, 8.699261617000001",60314
"50.1162851, 8.6817308",60313
"50.11797083, 8.62654445",60486
"50.1017536, 8.5545127",65929
"50.10965135, 8.673990017000001",60311
"50.112316899999996, 8.7125003",60314
"50.1426821, 8.6942966",60435
"50.12882995, 8.716780683",60385
"50.1218377, 8.6988492",60316
"50.12753248, 8.68533285",60318
"50.1111459, 8.6849328",60311
"50.12808457, 8.665188067",60323
"50.11220397, 8.674371683",60311
"50.1221679, 8.667881983",60323
"50.11778688, 8.681773399999999",60313
"50.10693392, 8.666542233",60329
"50.12098508, 8.67177195",60322
"50.1118098, 8.679587699999999",60311
"50.10861092, 8.652255483",60327
"50.10688787, 8.672925532999999",60329
"50.11247982, 8.668151217",60329
"50.10441045, 8.69196885",60594
"50.11102135, 8.67206545",60311
"50.12485855, 8.694647317000001",60316
"50.12044483, 8.70480985",60385
"50.1305366425, 8.71356252925",60385
"50.117456700000005, 8.680513783",60318
"50.1362457, 8.662076183",60431
"50.10861938, 8.652102367000001",60327
"50.104251299999994, 8.774111099999999",63065
"50.10723217, 8.667341683",60329
"50.1138251, 8.650559300000001",60486
"50.12797308, 8.68451115",60318
"50.10409745, 8.64668485",60327
"50.11695347, 8.677729933",60313
"50.09151388, 8.6796728",60598
"50.1269071, 8.688436900000001",60318
"50.097021999999996, 8.6699079",60596
"50.110291100000005, 8.6872921",60311
"50.1029534, 8.660148",60327
"50.10841643, 8.663903067",60329
"50.1076939, 8.665586300000001",60329
"50.10952055, 8.69425055",60314
"50.108383, 8.626050017",60486
"50.11431452, 8.67638315",60313
"50.1157947, 8.6595616",60325
"50.13203488, 8.6829356",60322
"50.101711, 8.664116400000001",60329
"50.10838378, 8.657067067",60327
"50.12898933, 8.693586383",60389
"50.09955137, 8.689274717",60598
"50.09992068, 8.685604167000001",60594
"50.10766478, 8.665639432999999",60329
"49.9820073, 8.435466499999999",65428
"50.11409467, 8.671720500000001",60311
"50.11033320000001, 8.6871584",60311
"50.1068443, 8.665410699999999",60329
"50.10938927, 8.668963383",60329
"50.112651299999996, 8.755185",63067
"50.1122985, 8.7125255",60314
"50.11368418, 8.647453167",60486
"50.11163982, 8.666644817",60329
"50.09996978, 8.60628005",65933
"50.128549799999995, 8.6466187",60487
"50.10916648, 8.684132667",60311
"50.10805532, 8.6541121",60327
"50.128553000000004, 8.687737217",60318
"50.1109117, 8.672025567",60329
"50.11792557, 8.62693685",60486
"50.1159944, 8.664802",60325
"50.11194795, 8.66646135",60325
"50.12554485, 8.709788917000001",60385
"50.11963795, 8.6985163",60316
"50.14022057, 8.661799732999999",60320
"50.13103168, 8.709409117",60385
"50.1092662, 8.676944800000001",60311
"50.11430093, 8.681341632999999",60313
"50.0966136, 8.6601089",60596
"50.12234287, 8.658592417000001",60323
"50.11261210000001, 8.6535434",60308
"50.1476975, 8.6532507",60431
"50.12675557, 8.686812233",60318
"50.1133834, 8.6834401",60311
"50.10229935, 8.673792882999999",60596
"50.11357348, 8.676714282999999",60311
"50.11780588, 8.6361076",60486
"50.11111548, 8.68485235",60311
"50.11087878, 8.671830883",60329
"50.11490255, 8.6799471",60313
"50.10820248, 8.662347317",60329
"50.1290433, 8.646529300000001",60487
"50.09974103, 8.591759917000001",65933
"50.117635899999996, 8.708188400000001",60385
"50.113546, 8.6953738",60314
"50.1186566, 8.6724667",60322
"50.14453512, 8.6846719",60435
"50.1477726, 8.666561300000001",60431
"50.11188935, 8.619564783",60486
"50.1353605, 8.683587817000001",60320
"50.110605799999995, 8.673618417",60311
"50.11396729999999, 8.7197284",60314
"50.110414399999996, 8.6661868",60329
"50.10429352, 8.646725367",60327
"50.13595407, 8.66678505",60320
"50.11788537, 8.626623383",60486
"50.1280614, 8.713293400000001",60385
"50.10900248, 8.680692933",60311
"50.11055583, 8.679291367000001",60311
"50.12992712, 8.690800383",60318
"50.1027215, 8.6399894",60326
"50.10554663, 8.694626117",60594
"50.10469595, 8.668177133",60329
"50.12655118, 8.685775217",60318
"50.1433081, 8.6834158",60435
"50.12465955, 8.705275199999999",60385
"50.1119211, 8.68144575",60311
"50.1067088, 8.6972756",60594
"50.12640275, 8.666025583",60323
"50.123920725, 8.70316009175",60385
"50.12822323, 8.685535217",60318
"50.1272395, 8.6414904",60487
"50.12946602, 8.665707783",60323
"50.11806317, 8.663480533",60325
"50.11059092, 8.67904825",60311
"50.1103782, 8.6560556",60325
"50.10461662, 8.703933232999999",60594
"50.100662799999995, 8.683519300000002",60594
"50.12560922, 8.7186141",60385
"50.1168123, 8.6959645",60316
"50.11373552, 8.679598483",60313
"50.17401205, 8.586974417",61440
"50.100435600000004, 8.685864599999999",60594
"50.11080055, 8.658196617",60325
"50.111023200000005, 8.662391900000001",60325
"50.1077035, 8.651075500000001",60327
"50.1206688, 8.728240983",60385
"50.108475899999995, 8.6815845",60311
"50.10077703, 8.656114833",60327
"50.08066928, 8.620019000000001",60528
"50.1122509, 8.682140533",60311
"50.11261313, 8.643218567",60486
"50.11953033, 8.6704575",60323
"50.1087819, 8.6658257",60329
"50.10516033, 8.68924505",60594
"50.12628205, 8.644760067",60487
"49.99115007, 8.4122761",65428
"50.1087727, 8.693564199999999",60594
"50.090592799999996, 8.676741233",60598
"50.12982973, 8.696020017",60389
"50.11265522, 8.653644817",60308
"50.10716277, 8.675746732999999",60311
"50.12108788, 8.697145633",60316
"50.1093201, 8.6661104",60329
"50.11388577, 8.670694117",60329
"50.11045832, 8.651216417",60327
"50.12007563, 8.652545083",60325
"50.12310765, 8.64460615",60487
"50.1307314, 8.683717800000002",60322
"50.1224614, 8.6373238",60486
"50.1233851, 8.6443776",60487
"50.09886893, 8.653508833",60327
"50.110777500000005, 8.672143933",60329
"50.13019315, 8.622396582999999",60488
"50.11751607, 8.6319382",60486
"50.1060222, 8.692290400000001",60594
"50.11209967, 8.655949182999999",60325
"50.1143115, 8.686647817",60313
"50.09071628, 8.676668717",60598
"50.10135727, 8.631783633",60326
"50.12741679999999, 8.666087800000001",60323
"50.10567102, 8.716917383",60599
"50.13181625, 8.671493917000001",60323
"50.0956183, 8.6909087",60598
"50.10570807, 8.669426182999999",60329
"50.11031652, 8.67512125",60311
"50.1240904, 8.6811385",60318
"50.10084138, 8.657963282999999",60327
"50.12912402, 8.66587995",60323
"50.1033921, 8.775686",63065
"50.11479258, 8.658976333",60325
"50.11135072, 8.674420967",60311
"50.11985203, 8.6527821",60325
"50.114071100000004, 8.677659483",60313
"50.12771733, 8.694602833",60316
"50.09280783, 8.65400785",60528
"50.11399073, 8.679423733",60313
"50.1083354, 8.662687367",60329
"50.10602479999999, 8.6802588",60594
"50.11493798, 8.688305767000001",60313
"50.10319487, 8.675009567",60596
"50.1049657, 8.689047",60594
"50.11591593, 8.663932",60325
"50.11408453, 8.71908765",60314
"50.1086487, 8.6635509",60329
"50.101759799999996, 8.5486035",65929
"50.12966367, 8.679974167000001",60322
"50.1090265, 8.6797861",60311
"50.10229178, 8.676459982999999",60596
"50.096559899999995, 8.6600047",60596
"50.118753000000005, 8.6954104",60316
"50.1121554, 8.677030017",60311
"50.12225242, 8.646460583",60487
"50.1287997, 8.646523",60487
"50.10545292, 8.662875900000001",60329
"50.113535299999995, 8.625289483",60486
"50.112459799999996, 8.7149108",60314
"50.11316228, 8.6500999",60308
"50.11173095, 8.659813417",60325
"50.1285136, 8.6296738",60488
"50.12595172, 8.680531217",60322
"50.11110828, 8.710332217000001",60314
"50.1220785, 8.6721614",60322
"50.10498844, 8.644732925",60327
"50.1099169, 8.66080655",60325
"50.0826657, 8.5813158",60529
"50.12008835, 8.650234317",60325
"50.10381482, 8.650611867",60327
"50.1076852, 8.6794368",60596
"50.1207383, 8.6861477",60318
"50.10762797, 8.624340967",60486
"50.1089848, 8.689031",60594
"50.10986567, 8.668475967000001",60329
"50.13167182, 8.668591817000001",60323
"50.10669205, 8.692757432999999",60594
"50.1322123, 8.693313583",60318
"50.11789267, 8.6489229",60486
"50.10765092, 8.665296567",60329
"50.130069, 8.6840059",60322
"50.10323393, 8.66858525",60329
"50.128373100000005, 8.6465175",60487
"50.1171308, 8.6305253",60486
"50.12389015, 8.640969817",60487
"50.11829352, 8.691675283",60316
"50.10325792, 8.667305417",60329
"50.1255239, 8.611559",60489
"50.12091973, 8.671992683",60322
"50.10016802, 8.552914883",65929
"50.11412352, 8.676816917",60313
"50.10481347, 8.683103667000001",60594
"50.1276797, 8.666509699999999",60323
"50.1075495, 8.703280283",60594
"50.12124632, 8.707420982999999",60385
"50.10142435, 8.643668917000001",60326
"50.1003385, 8.633714333",60326
"50.12567927, 8.652888532999999",60487
"50.10006302, 8.659374900000001",60327
"50.10609933, 8.687330082999999",60594
"50.11747198, 8.780593932999999",63075
"50.113539, 8.718095199999999",60314
"50.10882747, 8.665645817",60329
"50.13662907, 8.64566355",60487
"50.114854, 8.683065199999998",60313
"50.11399223, 8.71880295",60314
"50.1073099, 8.6759911",60594
"50.15649343, 8.634103383",60439
"50.11276725, 8.6858118",60311
"50.10122673, 8.658497133",60327
"50.10897023, 8.6809663",60311
"50.13651298, 8.67141325",60320
"50.11173088, 8.686450599999999",60311
"50.13201845, 8.682900983",60322
"50.11362827, 8.676728082999999",60313
"50.12664352, 8.694890532999999",60316
"50.09773393, 8.647293233",60327
"50.10839737, 8.708935983",60314
"50.1140905, 8.676743533",60313
"50.1206927, 8.686164699999999",60318
"50.107251700000006, 8.6838261",60594
"50.123808700000005, 8.612644300000001",60489
"50.14459315, 8.683221683",60435
"50.113634000000005, 8.6508273",60486
"50.10942413, 8.690005517000001",60311
"50.1018943, 8.632452800000001",60326
"50.11035428, 8.671837667",60329
"50.1166022, 8.679088199999999",60313
"50.11959027, 8.6797677",60318
"50.08365328, 8.643884767000001",60528
"50.113949299999994, 8.6563393",60325
"50.1028555, 8.641794633",60326
"50.10108317, 8.623014467",60326
"50.09648063, 8.66020125",60596
"50.14256595, 8.66916545",60320
"50.096739899999996, 8.6544414",60327
"50.12636175, 8.691914717000001",60318
"50.1317355, 8.673104783",60322
"50.102380100000005, 8.678766099999999",60596
"50.11058127, 8.67813685",60311
"50.10339097, 8.679669567000001",60594
"50.1404731, 8.661709199999999",60431
"50.12202758, 8.696402267",60316
"50.11340293, 8.679639782999999",60313
"50.10763895, 8.665265533",60329
"50.115481700000004, 8.6704446",60325
"50.11444423, 8.675009382999999",60313
"50.107526899999996, 8.6994925",60594
"50.1138407, 8.694765400000001",60314
"50.122088, 8.672312199999999",60322
"50.13453382, 8.65392265",60431
"50.11624198, 8.653650232999999",60325
"50.104267799999995, 8.7766859",63065
"50.11511478, 8.687641717",60313
"50.10714713, 8.68251585",60594
"50.1082653, 8.662702000000001",60329
"50.11404703, 8.679448833",60313
"50.104551799999996, 8.6721061",60596
"50.11371473, 8.665668733",60325
"50.12844129999999, 8.69102785",60318
"50.12573142, 8.706640533",60385
"50.1286411, 8.7111293",60385
"50.13203832, 8.672973217000001",60322
"50.105140899999995, 8.649746417000001",60327
"50.152629100000006, 8.672806300000001",60433
"50.10852387, 8.645694967",60327
"50.1104049, 8.651489300000001",60327
"50.11719135, 8.6304391",60486
"50.115525700000006, 8.66991785",60325
"50.1130225, 8.665417800000002",60325
"50.11686518, 8.664481582999999",60325
"50.13027223, 8.645348599999998",60487
"50.11141528, 8.647382467",60327
"50.13042533, 8.692218067",60318
"50.11121025, 8.672099767",60311
"50.126518745, 8.6858039",60318
"50.11394028, 8.719263",60314
"50.10957397, 8.658895783",60327
"50.13229352, 8.675923117",60322
"50.11479352, 8.679688033",60313
"50.11637862, 8.673079983",60322
"50.08378713, 8.6444117",60528
"50.1137906, 8.6719767",60311
"50.1138019, 8.6791161",60313
"50.1068819, 8.7006477",60314
"50.115995399999996, 8.6797774",60313
"50.13196725, 8.717095933",60385
"50.1445876, 8.683153783",60435
"50.10017192, 8.6593166",60327
"50.096301700000005, 8.54612565",65929
"50.15596873, 8.757032",60388
"50.1336133, 8.6300688",60488
"50.0810465, 8.643896400000001",60528
"50.10979068, 8.655647383",60327
"50.12329097, 8.719337",60385
"50.111628499999995, 8.6815475",60311
"50.10917097, 8.683368",60311
"50.1288675, 8.7064601",60389
"50.121747799999994, 8.6986906",60316
"49.985678899999996, 8.424603",65428
"50.09369722, 8.556769567",60529
"50.11636122, 8.684662667000001",60313
"50.12587407, 8.663553317",60323
"50.1100385, 8.669820833",60329
"50.13979033, 8.6981534",60389
"50.1074333, 8.703483199999999",60594
"50.11755522, 8.680473232999999",60313
"50.1019707, 8.6714132",60596
"50.09719222, 8.693549982999999",60599
"50.13164935, 8.64580305",60487
"50.127717, 8.666571000000001",60323
"50.1806725, 8.5103826",61476
"50.10282692, 8.690772633",60594
"50.09568207, 8.691354967",60598
"50.10896393, 8.6494866",60327
"50.1231365, 8.6438766",60487
"50.10150448, 8.699939317",60599
"50.1080063, 8.661928999999999",60329
"50.1160658, 8.6654895",60325
"50.07303205, 8.652430099999998",60528
"50.12999033, 8.691816717",60318
"50.11795958, 8.661892833",60325
"50.1048424, 8.696548917000001",60594
"50.10774567, 8.668486983",60329
"50.11565707, 8.68166385",60313
"50.1261351, 8.7077059",60385
"50.1131862, 8.6558952",60325
"50.1289563, 8.6290909",60488
"50.11433355, 8.71903915",60314
"50.12417263, 8.70314105",60385
"50.12888752, 8.693713867",60389
"50.12853042, 8.622175467",60487
"50.12761603, 8.708334467",60385
"50.11729243, 8.673141333",60322
"50.11041825, 8.665548183",60329
"50.111728, 8.6795266",60311
"50.13123207, 8.686788817",60318
"50.11227932, 8.668585067",60329
"50.10341113, 8.67348595",60596
"50.12146503, 8.647957867",60487
"50.13000563, 8.69234565",60318
"50.11276478, 8.651259433",60308
"50.1060961, 8.75193",63067
"50.101609499999995, 8.5487849",65929
"50.12565103, 8.707108182999999",60385
"50.10981848, 8.673286017",60311
"50.1079059, 8.666711",60329
"50.12360817, 8.691101032999999",60318
"50.11000188, 8.711956167",60314
"50.1096815, 8.683690617",60311
"50.13030552, 8.658845767",60323
"50.13173617, 8.668561933",60320
"50.1385173, 8.5838295",65760
"50.12839888, 8.665100683",60323
"50.111918200000005, 8.713241833",60314
"50.125231799999995, 8.6859145",60318
"50.10705705, 8.65072735",60327
"50.11306897, 8.753943699999999",63067
"50.10936758, 8.684088982999999",60311
"50.12485168, 8.612950017000001",60489
"50.107673, 8.665545300000002",60329
"50.10419845, 8.646296733",60327
"50.0839489, 8.6385039",60528
"50.11318612, 8.672505333",60311
"50.1158816, 8.697643",60316
